omp_customer_organization_id,omp_order_date,omp_order_total_base
M030-MORGO,1/12/2023 0:00,1280.4
M030-MORGO,1/12/2023 0:00,1509
M030-MORGO,1/12/2023 0:00,711.6
S025-SAKAI,1/12/2023 0:00,4966.56
S039-SMI,1/12/2023 0:00,8161.65
K007-KENWO,1/13/2023 0:00,44813.1
M026-MIURA,1/13/2023 0:00,66.6
M030-MORGO,1/13/2023 0:00,1188
M030-MORGO,1/13/2023 0:00,1412.4
M030-MORGO,1/13/2023 0:00,919.05
M030-MORGO,1/13/2023 0:00,2163.6
M030-MORGO,1/13/2023 0:00,2532
M030-MORGO,1/13/2023 0:00,7970
M030-MORGO,1/13/2023 0:00,2566.2
M030-MORGO,1/13/2023 0:00,618
M030-MORGO,1/13/2023 0:00,950
M030-MORGO,1/13/2023 0:00,2475
M030-MORGO,1/13/2023 0:00,1570.8
M030-MORGO,1/13/2023 0:00,462
M030-MORGO,1/13/2023 0:00,508.2
M030-MORGO,1/13/2023 0:00,3351
M030-MORGO,1/13/2023 0:00,9564
M030-MORGO,1/13/2023 0:00,1349.7
M030-MORGO,1/13/2023 0:00,4862
M030-MORGO,1/13/2023 0:00,727.5
M030-MORGO,1/13/2023 0:00,336.6
R029-RUSTI,1/13/2023 0:00,2262.8
S002-SREIL,1/13/2023 0:00,4588.4
V007-VNDRL,1/13/2023 0:00,259.56
Y002-YNGTC,1/13/2023 0:00,6087.55
F022-F&D,1/16/2023 0:00,150
F022-F&D,1/16/2023 0:00,68.22
F022-F&D,1/16/2023 0:00,300
F022-F&D,1/16/2023 0:00,1038.2
F022-F&D,1/16/2023 0:00,182.34
F022-F&D,1/16/2023 0:00,225
F022-F&D,1/16/2023 0:00,75
M030-MORGO,1/16/2023 0:00,114
M030-MORGO,1/16/2023 0:00,159.6
M030-MORGO,1/16/2023 0:00,997.2
M030-MORGO,1/16/2023 0:00,3033.6
M030-MORGO,1/16/2023 0:00,3461.7
M030-MORGO,1/16/2023 0:00,2917.2
M030-MORGO,1/16/2023 0:00,1514.4
P031-PURSU,1/16/2023 0:00,2000
S002-SREIL,1/16/2023 0:00,0
S046-SPOC,1/16/2023 0:00,474.4
V007-VNDRL,1/16/2023 0:00,33
F022-F&D,1/17/2023 0:00,121.56
F022-F&D,1/17/2023 0:00,60.78
F022-F&D,1/17/2023 0:00,182.34
F022-F&D,1/17/2023 0:00,29.95
M030-MORGO,1/17/2023 0:00,407.55
M030-MORGO,1/17/2023 0:00,2991.6
M030-MORGO,1/17/2023 0:00,13993.2
M030-MORGO,1/17/2023 0:00,419.1
M030-MORGO,1/17/2023 0:00,1785.3
M030-MORGO,1/17/2023 0:00,1514.4
M030-MORGO,1/17/2023 0:00,1623.6
S039-SMI,1/17/2023 0:00,29605
A014-ADF,1/18/2023 0:00,19181
A029-A&ECO,1/18/2023 0:00,1472.2
A045-AFS,1/18/2023 0:00,4395.5
A045-AFS,1/18/2023 0:00,22700
F022-F&D,1/18/2023 0:00,59.9
F022-F&D,1/18/2023 0:00,6229.2
F022-F&D,1/18/2023 0:00,2076.4
F022-F&D,1/18/2023 0:00,263.58
F023-FIVES,1/18/2023 0:00,1009.86
H026-HUSSM,1/18/2023 0:00,8439.85
K005-KGMFG,1/18/2023 0:00,6366.8
K007-KENWO,1/18/2023 0:00,3906
K016-KELVI,1/18/2023 0:00,912.76
M026-MIURA,1/18/2023 0:00,730.53
M026-MIURA,1/18/2023 0:00,748.52
M026-MIURA,1/18/2023 0:00,3770.5
M029-MHF,1/18/2023 0:00,3637.5
M030-MORGO,1/18/2023 0:00,5888.4
M030-MORGO,1/18/2023 0:00,18250.8
M030-MORGO,1/18/2023 0:00,2917.2
M030-MORGO,1/18/2023 0:00,1514.4
M030-MORGO,1/18/2023 0:00,24948
M030-MORGO,1/18/2023 0:00,1519.2
P013-PENSA,1/18/2023 0:00,0
S002-SREIL,1/18/2023 0:00,1376.7
S002-SREIL,1/18/2023 0:00,2565.6
S039-SMI,1/18/2023 0:00,29605
S046-SPOC,1/18/2023 0:00,192.7
U005-UTELC,1/18/2023 0:00,660
C040-CTSNK,1/19/2023 0:00,3028.12
F022-F&D,1/19/2023 0:00,1038.2
F022-F&D,1/19/2023 0:00,181.92
M026-MIURA,1/19/2023 0:00,166.46
M026-MIURA,1/19/2023 0:00,12312.5
M030-MORGO,1/19/2023 0:00,419.1
M030-MORGO,1/19/2023 0:00,2374.35
M030-MORGO,1/19/2023 0:00,420.75
M030-MORGO,1/19/2023 0:00,5888.4
M030-MORGO,1/19/2023 0:00,1519.2
M030-MORGO,1/19/2023 0:00,401.79
M030-MORGO,1/19/2023 0:00,6376
M030-MORGO,1/19/2023 0:00,882.75
M030-MORGO,1/19/2023 0:00,10658.4
M030-MORGO,1/19/2023 0:00,1928.85
M030-MORGO,1/19/2023 0:00,1740
M030-MORGO,1/19/2023 0:00,15955.5
M030-MORGO,1/19/2023 0:00,407.55
M030-MORGO,1/19/2023 0:00,358.05
M030-MORGO,1/19/2023 0:00,518.1
M030-MORGO,1/19/2023 0:00,9564
M030-MORGO,1/19/2023 0:00,1280.4
P014-PRMPT,1/19/2023 0:00,1000.2
T011-T&RFI,1/19/2023 0:00,3369.15
V007-VNDRL,1/19/2023 0:00,23640.04
B032-,1/20/2023 0:00,9660
C006-C&DTE,1/20/2023 0:00,984.25
F022-F&D,1/20/2023 0:00,1038.2
M026-MIURA,1/20/2023 0:00,351.7
M026-MIURA,1/20/2023 0:00,682.08
M026-MIURA,1/20/2023 0:00,803.52
M030-MORGO,1/20/2023 0:00,1800
M030-MORGO,1/20/2023 0:00,741.51
M030-MORGO,1/20/2023 0:00,1755.6
M030-MORGO,1/20/2023 0:00,620.4
M030-MORGO,1/20/2023 0:00,239.25
M030-MORGO,1/20/2023 0:00,2570.7
M030-MORGO,1/20/2023 0:00,772.5
M030-MORGO,1/20/2023 0:00,262.35
M030-MORGO,1/20/2023 0:00,443.85
S002-SREIL,1/20/2023 0:00,243.1
V007-VNDRL,1/20/2023 0:00,787.68
A014-ADF,1/23/2023 0:00,64284
C048-C&CFA,1/23/2023 0:00,0
D011-DAIKI,1/23/2023 0:00,5726
F022-F&D,1/23/2023 0:00,439.3
F022-F&D,1/23/2023 0:00,227.4
M026-MIURA,1/23/2023 0:00,7576.2
M030-MORGO,1/23/2023 0:00,7407.6
M030-MORGO,1/23/2023 0:00,1520.9
M030-MORGO,1/23/2023 0:00,13828.1
M030-MORGO,1/23/2023 0:00,1444.7
M030-MORGO,1/23/2023 0:00,2917.2
N016-NANOL,1/23/2023 0:00,13168
S002-SREIL,1/23/2023 0:00,22797.02
S002-SREIL,1/23/2023 0:00,32389
S002-SREIL,1/23/2023 0:00,41732.64
S028-SAWTR,1/23/2023 0:00,9645.9
S038-STLKI,1/23/2023 0:00,43027.44
S038-STLKI,1/23/2023 0:00,8695.06
S038-STLKI,1/23/2023 0:00,495
F022-F&D,1/24/2023 0:00,5031.4
F022-F&D,1/24/2023 0:00,12458.4
M030-MORGO,1/24/2023 0:00,1678.08
F022-F&D,1/25/2023 0:00,57412.8
K016-KELVI,1/25/2023 0:00,113.08
K016-KELVI,1/25/2023 0:00,2070.82
K016-KELVI,1/25/2023 0:00,2420
M026-MIURA,1/25/2023 0:00,7576.2
Y002-YNGTC,1/25/2023 0:00,65098.95
C006-C&DTE,1/26/2023 0:00,191.6
C006-C&DTE,1/26/2023 0:00,584.2
F022-F&D,1/26/2023 0:00,488.7
K016-KELVI,1/26/2023 0:00,801.34
K016-KELVI,1/26/2023 0:00,6133.5
K016-KELVI,1/26/2023 0:00,522.82
K016-KELVI,1/26/2023 0:00,687.24
L005-LBGSY,1/26/2023 0:00,1121.91
M026-MIURA,1/26/2023 0:00,909.13
M026-MIURA,1/26/2023 0:00,1887
M026-MIURA,1/26/2023 0:00,7576.2
M026-MIURA,1/26/2023 0:00,761.8
M026-MIURA,1/26/2023 0:00,848.86
M026-MIURA,1/26/2023 0:00,508.74
M026-MIURA,1/26/2023 0:00,1874.7
M026-MIURA,1/26/2023 0:00,505.14
M026-MIURA,1/26/2023 0:00,818.22
M029-MHF,1/26/2023 0:00,1034.88
M029-MHF,1/26/2023 0:00,2253.6
M030-MORGO,1/26/2023 0:00,1198.5
M030-MORGO,1/26/2023 0:00,2284.8
M030-MORGO,1/26/2023 0:00,2871
M030-MORGO,1/26/2023 0:00,23641.8
M030-MORGO,1/26/2023 0:00,419.1
M030-MORGO,1/26/2023 0:00,772.5
M030-MORGO,1/26/2023 0:00,9144
M030-MORGO,1/26/2023 0:00,6083.6
M030-MORGO,1/26/2023 0:00,1262
M030-MORGO,1/26/2023 0:00,620.4
M030-MORGO,1/26/2023 0:00,1987.5
M030-MORGO,1/26/2023 0:00,21670.5
M030-MORGO,1/26/2023 0:00,3646.5
M030-MORGO,1/26/2023 0:00,597.6
M030-MORGO,1/26/2023 0:00,262.35
M030-MORGO,1/26/2023 0:00,1740
M030-MORGO,1/26/2023 0:00,443.85
M030-MORGO,1/26/2023 0:00,1755.6
M030-MORGO,1/26/2023 0:00,1273
M030-MORGO,1/26/2023 0:00,1485
M030-MORGO,1/26/2023 0:00,1623.6
M030-MORGO,1/26/2023 0:00,239.25
M030-MORGO,1/26/2023 0:00,9712.8
M030-MORGO,1/26/2023 0:00,1785.3
M030-MORGO,1/26/2023 0:00,2570.7
M030-MORGO,1/26/2023 0:00,854.1
M030-MORGO,1/26/2023 0:00,1602
M030-MORGO,1/26/2023 0:00,407.55
M030-MORGO,1/26/2023 0:00,95
M030-MORGO,1/26/2023 0:00,2027.5
M030-MORGO,1/26/2023 0:00,1767
S002-SREIL,1/26/2023 0:00,2998.95
S002-SREIL,1/26/2023 0:00,6009.25
S002-SREIL,1/26/2023 0:00,2294.2
S038-STLKI,1/26/2023 0:00,22761
S046-SPOC,1/26/2023 0:00,6174.1
S046-SPOC,1/26/2023 0:00,1093.2
V007-VNDRL,1/26/2023 0:00,162.66
V007-VNDRL,1/26/2023 0:00,710.52
A029-A&ECO,1/27/2023 0:00,789.25
F022-F&D,1/27/2023 0:00,14534.8
F022-F&D,1/27/2023 0:00,2076.4
F022-F&D,1/27/2023 0:00,10382
H030-HARCO,1/27/2023 0:00,1191.59
M026-MIURA,1/27/2023 0:00,324.9
M026-MIURA,1/27/2023 0:00,627.68
M030-MORGO,1/27/2023 0:00,6577.5
M030-MORGO,1/27/2023 0:00,16028.1
M030-MORGO,1/27/2023 0:00,4385
M030-MORGO,1/27/2023 0:00,1678.4
M030-MORGO,1/27/2023 0:00,1283.1
M030-MORGO,1/27/2023 0:00,2143
M030-MORGO,1/27/2023 0:00,712.5
M030-MORGO,1/27/2023 0:00,699
M030-MORGO,1/27/2023 0:00,726
M030-MORGO,1/27/2023 0:00,3864.4
M030-MORGO,1/27/2023 0:00,7990
M030-MORGO,1/27/2023 0:00,854.1
M030-MORGO,1/27/2023 0:00,6429
M030-MORGO,1/27/2023 0:00,1039.5
M030-MORGO,1/27/2023 0:00,1444.7
M030-MORGO,1/27/2023 0:00,857.2
M030-MORGO,1/27/2023 0:00,13768
N012-NICHF,1/27/2023 0:00,2000
R024-RAINB,1/27/2023 0:00,3646.08
U002-UENRT,1/27/2023 0:00,10400
V006-VONGA,1/27/2023 0:00,3038.6
V007-VNDRL,1/27/2023 0:00,162.66
F022-F&D,1/30/2023 0:00,48680.8
F022-F&D,1/30/2023 0:00,4816.4
F022-F&D,1/30/2023 0:00,179.7
F022-F&D,1/30/2023 0:00,300
K007-KENWO,1/30/2023 0:00,1372.5
K016-KELVI,1/30/2023 0:00,513.22
M026-MIURA,1/30/2023 0:00,286.8
M026-MIURA,1/30/2023 0:00,5090.1
M026-MIURA,1/30/2023 0:00,2288.7
M026-MIURA,1/30/2023 0:00,309.6
M026-MIURA,1/30/2023 0:00,1020.6
M030-MORGO,1/30/2023 0:00,747
M030-MORGO,1/30/2023 0:00,6175.4
M030-MORGO,1/30/2023 0:00,2296.8
M030-MORGO,1/30/2023 0:00,28291.2
M030-MORGO,1/30/2023 0:00,1039.5
M030-MORGO,1/30/2023 0:00,16304.4
M030-MORGO,1/30/2023 0:00,246.4
M030-MORGO,1/30/2023 0:00,1143.6
M030-MORGO,1/30/2023 0:00,15773.4
M030-MORGO,1/30/2023 0:00,761.6
M030-MORGO,1/30/2023 0:00,163.2
M030-MORGO,1/30/2023 0:00,684.8
M030-MORGO,1/30/2023 0:00,4970.2
M030-MORGO,1/30/2023 0:00,12474
M030-MORGO,1/30/2023 0:00,445.6
M030-MORGO,1/30/2023 0:00,654.4
P013-PENSA,1/30/2023 0:00,50
S002-SREIL,1/30/2023 0:00,97.24
S002-SREIL,1/30/2023 0:00,196.8
S025-SAKAI,1/30/2023 0:00,1596
S038-STLKI,1/30/2023 0:00,4197.4
S038-STLKI,1/30/2023 0:00,6680
S038-STLKI,1/30/2023 0:00,5792
S038-STLKI,1/30/2023 0:00,9652.4
S038-STLKI,1/30/2023 0:00,2748.25
S038-STLKI,1/30/2023 0:00,222.06
C006-C&DTE,1/31/2023 0:00,514.5
C006-C&DTE,1/31/2023 0:00,388.65
F022-F&D,1/31/2023 0:00,217.4
K006-K&R,1/31/2023 0:00,2700
K007-KENWO,1/31/2023 0:00,2001.24
M030-MORGO,1/31/2023 0:00,684.8
M030-MORGO,1/31/2023 0:00,428
M030-MORGO,1/31/2023 0:00,197.6
M030-MORGO,1/31/2023 0:00,163.2
M030-MORGO,1/31/2023 0:00,761.6
M030-MORGO,1/31/2023 0:00,620.8
M030-MORGO,1/31/2023 0:00,1151.2
M030-MORGO,1/31/2023 0:00,445.6
M030-MORGO,1/31/2023 0:00,251.2
M030-MORGO,1/31/2023 0:00,173.6
M030-MORGO,1/31/2023 0:00,2432.5
M030-MORGO,1/31/2023 0:00,204
M030-MORGO,1/31/2023 0:00,935.2
M030-MORGO,1/31/2023 0:00,1262
M030-MORGO,1/31/2023 0:00,246.4
M030-MORGO,1/31/2023 0:00,203.2
M030-MORGO,1/31/2023 0:00,181.6
M030-MORGO,1/31/2023 0:00,654.4
S002-SREIL,1/31/2023 0:00,640.56
S002-SREIL,1/31/2023 0:00,630.5
W007-WAHSE,1/31/2023 0:00,1600.83
W007-WAHSE,1/31/2023 0:00,16.17
F022-F&D,2/1/2023 0:00,34797.4
F022-F&D,2/1/2023 0:00,6229.2
K007-KENWO,2/1/2023 0:00,1543.5
M026-MIURA,2/1/2023 0:00,12312.8
M026-MIURA,2/1/2023 0:00,7576.2
M030-MORGO,2/1/2023 0:00,1266
M030-MORGO,2/1/2023 0:00,2660.4
M030-MORGO,2/1/2023 0:00,435.6
S002-SREIL,2/1/2023 0:00,126.72
S002-SREIL,2/1/2023 0:00,77.9
V007-VNDRL,2/1/2023 0:00,239
C006-C&DTE,2/2/2023 0:00,0
C006-C&DTE,2/2/2023 0:00,386.5
F022-F&D,2/2/2023 0:00,2988.1
K016-KELVI,2/2/2023 0:00,15586.6
M030-MORGO,2/2/2023 0:00,3449.25
N012-NICHF,2/2/2023 0:00,1600
N016-NANOL,2/2/2023 0:00,4875
P014-PRMPT,2/2/2023 0:00,900
S002-SREIL,2/3/2023 0:00,192.6
S002-SREIL,2/3/2023 0:00,3336.45
S002-SREIL,2/3/2023 0:00,720.8
S002-SREIL,2/3/2023 0:00,4588.4
S002-SREIL,2/3/2023 0:00,1163.36
S046-SPOC,2/3/2023 0:00,5780
S046-SPOC,2/3/2023 0:00,2925
F022-F&D,2/6/2023 0:00,2076.4
K016-KELVI,2/6/2023 0:00,1225
M030-MORGO,2/6/2023 0:00,4797
A045-AFS,2/7/2023 0:00,2526
H031-HYPER,2/7/2023 0:00,17014.56
H031-HYPER,2/7/2023 0:00,1633.34
K016-KELVI,2/7/2023 0:00,1362.48
K016-KELVI,2/7/2023 0:00,483.5
M030-MORGO,2/7/2023 0:00,2900
M030-MORGO,2/7/2023 0:00,1039.5
M030-MORGO,2/7/2023 0:00,856.8
M030-MORGO,2/7/2023 0:00,5262
M030-MORGO,2/7/2023 0:00,15548.4
M030-MORGO,2/7/2023 0:00,2320
M030-MORGO,2/7/2023 0:00,876
F022-F&D,2/8/2023 0:00,29.95
H026-HUSSM,2/8/2023 0:00,2736.6
H026-HUSSM,2/8/2023 0:00,14009.75
M030-MORGO,2/8/2023 0:00,10360
M030-MORGO,2/8/2023 0:00,5293.2
M030-MORGO,2/8/2023 0:00,338.8
M030-MORGO,2/8/2023 0:00,266
M030-MORGO,2/8/2023 0:00,2909.4
M030-MORGO,2/8/2023 0:00,12474
M030-MORGO,2/8/2023 0:00,4076.1
M030-MORGO,2/8/2023 0:00,1678.4
M030-MORGO,2/8/2023 0:00,5353.8
P014-PRMPT,2/8/2023 0:00,254.5
P023-PRTNL,2/8/2023 0:00,940
S038-STLKI,2/8/2023 0:00,740
Y002-YNGTC,2/8/2023 0:00,1217.5
F015-FORDM,2/9/2023 0:00,3075
F022-F&D,2/9/2023 0:00,26866.8
K016-KELVI,2/9/2023 0:00,0
L005-LBGSY,2/9/2023 0:00,9143.2
M026-MIURA,2/9/2023 0:00,350.5
M026-MIURA,2/9/2023 0:00,4196.8
M026-MIURA,2/9/2023 0:00,96
M026-MIURA,2/9/2023 0:00,2699.64
M026-MIURA,2/9/2023 0:00,515.19
M026-MIURA,2/9/2023 0:00,896
M026-MIURA,2/9/2023 0:00,1626.6
M026-MIURA,2/9/2023 0:00,978.5
M026-MIURA,2/9/2023 0:00,1689.8
M026-MIURA,2/9/2023 0:00,1421.85
M026-MIURA,2/9/2023 0:00,111
M026-MIURA,2/9/2023 0:00,1530.9
M026-MIURA,2/9/2023 0:00,412.8
M026-MIURA,2/9/2023 0:00,745.8
M026-MIURA,2/9/2023 0:00,221.6
M026-MIURA,2/9/2023 0:00,787.5
M026-MIURA,2/9/2023 0:00,1017.64
M026-MIURA,2/9/2023 0:00,1822.4
M026-MIURA,2/9/2023 0:00,63.3
M030-MORGO,2/9/2023 0:00,1283.1
M030-MORGO,2/9/2023 0:00,17782.6
M030-MORGO,2/9/2023 0:00,654.4
M030-MORGO,2/9/2023 0:00,163.2
M030-MORGO,2/9/2023 0:00,2458.5
M030-MORGO,2/9/2023 0:00,787.2
M030-MORGO,2/9/2023 0:00,197.6
M030-MORGO,2/9/2023 0:00,761.6
M030-MORGO,2/9/2023 0:00,684.8
M030-MORGO,2/9/2023 0:00,204
M030-MORGO,2/9/2023 0:00,620.8
M030-MORGO,2/9/2023 0:00,203.2
M030-MORGO,2/9/2023 0:00,865.6
M030-MORGO,2/9/2023 0:00,445.6
M030-MORGO,2/9/2023 0:00,181.6
M030-MORGO,2/9/2023 0:00,246.4
M030-MORGO,2/9/2023 0:00,173.6
M030-MORGO,2/9/2023 0:00,1142.4
M030-MORGO,2/9/2023 0:00,428
M030-MORGO,2/9/2023 0:00,251.2
M030-MORGO,2/9/2023 0:00,935.2
M030-MORGO,2/9/2023 0:00,1151.2
MISC,2/9/2023 0:00,0
S002-SREIL,2/9/2023 0:00,2200.4
S002-SREIL,2/9/2023 0:00,3231.6
S002-SREIL,2/9/2023 0:00,1183.6
S038-STLKI,2/9/2023 0:00,5109.8
S038-STLKI,2/9/2023 0:00,8277.5
S038-STLKI,2/9/2023 0:00,1982
S038-STLKI,2/9/2023 0:00,1840
T042-TRIAN,2/9/2023 0:00,259
F022-F&D,2/10/2023 0:00,40951.6
F022-F&D,2/10/2023 0:00,179.7
H026-HUSSM,2/10/2023 0:00,5437.6
H026-HUSSM,2/10/2023 0:00,17277.25
M030-MORGO,2/10/2023 0:00,1678.4
S039-SMI,2/10/2023 0:00,166497.25
A012-ALADD,2/13/2023 0:00,3201
F022-F&D,2/13/2023 0:00,87.86
L005-LBGSY,2/13/2023 0:00,699
M026-MIURA,2/13/2023 0:00,61.92
M030-MORGO,2/13/2023 0:00,197.6
M030-MORGO,2/13/2023 0:00,935.2
M030-MORGO,2/13/2023 0:00,445.6
M030-MORGO,2/13/2023 0:00,1468.6
M030-MORGO,2/13/2023 0:00,761.6
M030-MORGO,2/13/2023 0:00,251.2
M030-MORGO,2/13/2023 0:00,181.6
M030-MORGO,2/13/2023 0:00,203.2
M030-MORGO,2/13/2023 0:00,246.4
M030-MORGO,2/13/2023 0:00,684.8
M030-MORGO,2/13/2023 0:00,620.8
M030-MORGO,2/13/2023 0:00,173.6
M030-MORGO,2/13/2023 0:00,865.6
M030-MORGO,2/13/2023 0:00,1151.2
M030-MORGO,2/13/2023 0:00,787.2
M030-MORGO,2/13/2023 0:00,854.1
M030-MORGO,2/13/2023 0:00,163.2
M030-MORGO,2/13/2023 0:00,428
M030-MORGO,2/13/2023 0:00,654.4
M030-MORGO,2/13/2023 0:00,204
M030-MORGO,2/13/2023 0:00,2284.8
M030-MORGO,2/13/2023 0:00,1283.1
P013-PENSA,2/13/2023 0:00,236.5
Y002-YNGTC,2/13/2023 0:00,337.56
Y002-YNGTC,2/13/2023 0:00,8745.25
A045-AFS,2/14/2023 0:00,7880.8
C006-C&DTE,2/14/2023 0:00,479.19
F022-F&D,2/14/2023 0:00,27905
F022-F&D,2/14/2023 0:00,2076.4
H031-HYPER,2/14/2023 0:00,139.84
K007-KENWO,2/14/2023 0:00,1132
L010-LEGAC,2/14/2023 0:00,1296.6
M030-MORGO,2/14/2023 0:00,1142.4
M030-MORGO,2/14/2023 0:00,151.9
M030-MORGO,2/14/2023 0:00,111.3
M030-MORGO,2/14/2023 0:00,688.8
M030-MORGO,2/14/2023 0:00,158.9
M030-MORGO,2/14/2023 0:00,4281
M030-MORGO,2/14/2023 0:00,580
M030-MORGO,2/14/2023 0:00,1137.04
M030-MORGO,2/14/2023 0:00,178.5
