sales_order_number,uom,part_group,short_description,long_description,order_quantity,quantity_shipped,base_price,extended_price
32610,EA,LVSLS,227027425 (COATED PART),PLT ADAP FCC AL.102X4.25X6.43 (COATED PART) ,168,168,2.83,475.44
32611,EA,LVSLS,227027416 (COATED PART),PLT FACE AL.102X10.64X18.13 (COATED PART) ,156,156,7.68,1198.08
32617,EA,LVSLS,HBP-625-1414-4H-625,"BP 5/8""14X14 4 HOLE 5/8"" DIA ",8,8,55.32,442.56
32591,EA,LVSLS,001710410 ROOF BOW,001710410 ROOF BOW,100,100,26.39,2639
32619,EA,LVSLS,229147520 BRKT RUD LK STL.25X6.45X12.18R YL DICHR,229147520 BRKT RUD LK STL.25X6.45X12.18R YL DICHR,100,100,9.99,999
32620,EA,LVSLS,4005-6729-01S3,"MAIN GAS ORIFICE PLATE 1 7/16"" D",4,4,48.06,192.24
32621,EA,LVSLS,4005-6321-02S3 - SUPPORT LX(H)-300-07 BLOWDOWN PIP,4005-6321-02S3 - SUPPORT LX(H)-300-07 BLOWDOWN PIPING REV.A,35,35,8.18,286.3
32624,EA,LVSLS,624801 CAGE; WMT; REAR; BASE; SS,624801 CAGE; WMT; REAR; BASE; SS,1,1,0,0
32625,EA,LVSLS,"KBC04076  CARD HOLDER, PC ARE130/6, 1/0","KBC04076  CARD HOLDER, PC ARE130/6, 1/0",10,10,21.67,216.7
32625,EA,LVSLS,"202-7724-06 - DOOR PANEL 24'' ARE/ART UNIT, WITH","202-7724-06 - DOOR PANEL 24'' ARE/ART UNIT, WITH GROUND SWITCH",20,20,35.08,701.6
32627,EA,LVSLS,3515 DOOR DIVIDER,3515 DOOR DIVIDER,4,4,75,300
32590,EA,LVSLS,HBP-625-0914-4H-625,"BP 5/8""09X14 4 HOLE 5/8"" DIA ",3,3,51.54,154.62
32592,EA,LVSLS,"S.6-02.5X007.44-IBC 5/8"" Plate, 2 1/2"" x 7","S.6-02.5X007.44-IBC 5/8"" Plate, 2 1/2"" x 7 7/16""",500,500,6.27,3135
32592,EA,LVSLS,"F.5X8-005.25-IBC Flat 1/2""x8""-5 1/4""","F.5X8-005.25-IBC Flat 1/2""x8""-5 1/4""  ",300,300,5.48,1644
32593,EA,LVSLS,F.8X7-015-IBC-BASE,F.8X7-015-IBC-BASE,200,200,21.43,4286
32593,EA,LVSLS,S.6-02.75X009.38-IBC,NA,250,250,7.25,1812.5
32593,EA,LVSLS,F.8X6-011-IBC-BASE,F.8X6-011-IBC-BASE,500,500,14.12,7060
32595,EA,LVSLS,208101403 S/FRM STL.25X16.58X38.86RH GALV,208101403 S/FRM STL.25X16.58X38.86RH GALV,50,50,76.16,3808
32604,EA,LVSLS,011575-059-00083,011575-059-00083 ASSY BRACKET KICK PLATE MIDDLE ,22,22,38.16,839.52
32603,EA,LVSLS,011575-059-00083,011575-059-00083 ASSY BRACKET KICK PLATE MIDDLE ,22,22,38.16,839.52
32608,EA,LVSLS,"EMT.8X-001 3/4"" TUBING-1""","EMT.8X-001 3/4"" TUBING-1""",80,80,1.29,103.2
32618,EA,LVSLS,012632-348-00001 FINGER PROTECTION RIGHT,012632-348-00001 FINGER PROTECTION RIGHT,60,60,8.9,534
32619,EA,LVSLS,229147519 BRKT RUD LK STL.25X6.45X12.18L YL DICHR,229147519 BRKT RUD LK STL.25X6.45X12.18L YL DICHR,100,95,9.99,999
32630,EA,LVSLS,217032400 BRKT H/SHLD,217032400 BRKT H/SHLD,50,50,21.47,1073.5
32631,EA,LVSLS,SETTLESTOP WALL BRACE BRACKET ANG MS-501,SETTLESTOP WALL BRACE BRACKET ANG MS-501,120,120,33.3,3996
32631,EA,LVSLS,"MS-402 MS-3"" EXTENDED BEAM BASE","MS-402 MS-3"" EXTENDED BEAM BASE",180,180,9.25,1665
32632,EA,LVSLS,DET-4 JOB- 22814 ROUND TUBING,DET-4 JOB- 22814 ROUND TUBING,13,13,109,1417
32633,EA,LVSLS,5C-5242157 CHANNEL,5C-5242157 CHANNEL,600,600,0.91,546
32614,EA,LVSLS,900-1118 CWF07,900-1118 CWF07,1,1,85.15,85.15
32615,EA,LVSLS,FDDRHDL4488,FDDRHDL4488,30,30,4.94,148.2
32615,EA,LVSLS,3515 DOOR DIVIDER,3515 DOOR DIVIDER,8,8,75,600
32616,EA,LVSLS,0712367 BASE-STD MDM IN AND OUT DOOR,0712367 BASE-STD MDM IN AND OUT DOOR,25,25,124.7,3117.5
32622,EA,LVSLS,"BL-1011-MOD CLIP, ANGLE LOCK, FORMED","BL-1011-MOD CLIP, ANGLE LOCK, FORMED",300,300,3.38,1014
32622,EA,LVSLS,BL-1012 BASE CLIP RETAINER,BL-1012 BASE CLIP RETAINER,300,300,1.67,501
32623,EA,LVSLS,202-3244-00A - 19'' RACK PANEL BLANK  ****C OF C R,202-3244-00A - 19'' RACK PANEL BLANK  ****C OF C REQUIRED****,25,25,9.54,238.5
32623,EA,LVSLS,"202-7744-06A - DOOR PANEL, 30'' ARE/ART UNIT WITH","202-7744-06A - DOOR PANEL, 30'' ARE/ART UNIT WITH GROUND SWITCH",5,5,45.25,226.25
32625,EA,LVSLS,"202-7721-01 CHASSIS,RIGHT SIDE, 24'' ARE UNIT","202-7721-01 CHASSIS,RIGHT SIDE, 24'' ARE UNIT",10,10,54.66,546.6
32634,EA,LVSLS,1008-B-101-L SECURITY TAB,1008-B-101-L SECURITY TAB,112,112,2.43,272.16
32634,EA,LVSLS,1001-B-102-L SECURITY TAB (1008-B-102),1001-B-102-L SECURITY TAB (1008-B-102),112,112,2.43,272.16
32635,EA,LVSLS,CW3,CW3,2,2,9.73,19.46
32635,EA,LVSLS,CW5-L,CW5-L,1,1,13.77,13.77
32635,EA,LVSLS,CW1-B,CW1-B,1,1,3.96,3.96
32635,EA,LVSLS,CW1-E,CW1-E,1,1,9.37,9.37
32635,EA,LVSLS,CW4 (NO CUTOUTS),CW4 (NO CUTOUTS),1,1,9.1,9.1
32635,EA,LVSLS,LOCK BOX,LOCK BOX,1,1,10,10
32625,EA,LVSLS,"208-8136-00A - BRACKET, FA ALARM BOARD ***C OF C R","208-8136-00A - BRACKET, FA ALARM BOARD ***C OF C REQUIRED ON THIS PART***",20,20,6.52,130.4
32633,EA,LVSLS,5C-5242158 CHANNEL,5C-5242158 CHANNEL,600,600,0.91,546
32635,EA,LVSLS,CW2-OPPOSITE HAND,CW2-OPPOSITE HAND,2,2,3.95,7.9
32636,EA,LVSLS,3515 DOOR DIVIDER,3515 DOOR DIVIDER,5,5,75,375
32639,EA,LVSLS,P-0001019433,P-0001019433,6,6,216.81,1300.86
32641,EA,LVSLS,4005-1565-02C3 - REAR PILLAR(RIGHT) NEW LX-300-7,4005-1565-02C3 - REAR PILLAR(RIGHT) NEW LX-300-7,20,20,137.73,2754.6
32645,EA,LVSLS,0003-9168-0010,ECO. INNER BLOCK STRIPE (1),12,12,7.42,89.04
32646,EA,LVSLS,0003-9175-0010A,0003-9175-0010A,10,10,41.72,417.2
32647,EA,LVSLS,"1505-6527-00C4 - GAS PIPE SUPPORT LX-(150,200) - F",NA,28,28,39.94,1118.32
32626,EA,LVSLS,222037405 ANG SUPT,222037405 ANG SUPT,30,30,25.99,779.7
32629,EA,LVSLS,14-LARR-001-0625,14-LARR-001-0625 0.625 INCH HOLE - LEVER ARM RACK ROLLER-0625,72,72,14.1,1015.2
32629,EA,LVSLS,14-LARR-002-0625,14-LARR-002-0625 0.625 INCH HOLE - LEVER ARM RACK ROLLER-002,72,72,3.73,268.56
32629,EA,LVSLS,14-LARR-001-100,14-LARR-001-100 1.00 INCH HOLE - LEVER ARM RACK ROLLER - 001,84,84,14,1176
32629,EA,LVSLS,14-LARR-002-100,14-LARR-002-100 1.00 INCH HOLE - LEVER ARM RACK ROLLER - 002,84,84,3.63,304.92
32629,EA,LVSLS,14-LARR-RP,14-LARR-RP LEVER ARM REINFORCEMENT PLATE,68,68,3.15,214.2
32637,EA,LVSLS,"110-201 BRACKET, CAT-IC7-DUAL-KP-BRKT","110-201 BRACKET, CAT-IC7-DUAL-KP-BRKT",2,2,53.16,106.32
32639,EA,LVSLS,P-0001019428,P-0001019428,12,12,117.42,1409.04
32628,EA,LVSLS,F022-FIXTURE,F022-FIXTURE,1,0,0,0
32638,EA,LVSLS,620035,620035   CROWN ENGAGE ARM,22,22,16.51,363.22
32638,EA,LVSLS,619613 FC; PLATE; KEEPER,619613 FC; PLATE; KEEPER,10,10,5.3,53
32640,EA,LVSLS,191GTS-001,191GTS-001 Vessel Face Plate ,1,1,1899.72,1899.72
32640,EA,LVSLS,191GTS-002,191GTS-002 Vessel Door ,1,1,1882.31,1882.31
32652,EA,RVSLS,097016404 SUPT ANGLE HOOD LIFT RH UPS HOOD FCC 201,"097016404 SUPT ANGLE HOOD LIFT RH UPS HOOD FCC 2010
***CUSTOMER SUPPLIED MATERIAL .188 X 48 X 97***",200,200,1.59,318
32654,EA,LVSLS,228053400 PNL BK AL.188 X 20.01 X 95 RH,228053400 PNL BK AL.188 X 20.01 X 95 RH,200,200,15.58,3116
32655,EA,RVSLS,207053405 PNL BK LH,207053405 PNL BK LH,200,200,10.64,2128
32635,EA,LVSLS,CW2,CW2,2,2,3.95,7.9
32659,EA,LVSLS,190105412 BRKT SHLF STL  X 5.89 X 7.29 LH,190105412 BRKT SHLF STL .188 GRADE 50 ,480,480,5.79,2779.2
32661,EA,LVSLS,190105412 BRKT SHLF STL  X 5.89 X 7.29 LH,190105412 BRKT SHLF STL .188 GRADE 50 ,480,480,5.79,2779.2
32662,EA,LVSLS,REGULATOR USB BRACKET GEN2,REGULATOR USB BRACKET GEN2,1848,1848,6.06,11198.88
32663,EA,LVSLS,Material S - 190 mm Diameter Blanks,NA,14,14,10,140
32677,EA,LVSLS,69335,GRAVEL GUARD REV: 00   69335,25,25,4.4,110
32677,EA,LVSLS,0718221,"GUARD, HORIZONTAL HOSE COVER    0718221",25,25,15.35,383.75
32677,EA,LVSLS,0722377,"PLATE, CONTROL HANDLE MTG-BOOT    0722377",90,90,26.25,2362.5
32677,EA,LVSLS,0723507,CONV CABLE COVER LH    0723507,15,15,18.54,278.1
32635,EA,LVSLS,CW4,CW4,1,1,9.1,9.1
32635,EA,LVSLS,CW5-R,CW5-R,1,1,13.77,13.77
32635,EA,LVSLS,CW1-A,CW1-A,1,1,26.82,26.82
32635,EA,LVSLS,CW1-C,CW1-C,1,1,81.52,81.52
32635,EA,LVSLS,CW1-D,CW1-D,1,1,178.73,178.73
32635,EA,LVSLS,CW1-F,CW1-F,1,1,34.19,34.19
32642,EA,LVSLS,ECONOMIZER FLANGE WELDMENT,"0003-9149-0010
",15,15,124.38,1865.7
32643,EA,LVSLS,0003-9168-0010,ECO. INNER BLOCK STRIPE (1),12,12,7.42,89.04
32644,EA,LVSLS,4005-1565-02C3 - REAR PILLAR(RIGHT) NEW LX-300-7,4005-1565-02C3 - REAR PILLAR(RIGHT) NEW LX-300-7,20,20,137.73,2754.6
32648,EA,LVSLS,4005-6321-02S3 - SUPPORT LX(H)-300-07 BLOWDOWN PIP,4005-6321-02S3 - SUPPORT LX(H)-300-07 BLOWDOWN PIPING REV.A,25,25,8.18,204.5
32671,EA,LVSLS,"MS-402 MS-3"" EXTENDED BEAM BASE","MS-402 MS-3"" EXTENDED BEAM BASE",300,300,9.25,2775
32672,EA,LVSLS,LVL 3 WELD TEST,NA,2,0,0,0
32678,EA,LVSLS,0718527,COVER - HOSE TRACK    0718527,25,25,16.36,409
32678,EA,LVSLS,0730187,"JUNCTION BOX PLATE EXP,810,812    0730187",50,50,2.42,121
32678,EA,LVSLS,810030005 PLATE-BODY REAR MTG (T MTG),810030005 PLATE-BODY REAR MTG (T MTG),125,125,2.12,265
32678,EA,LVSLS,26605D,CNTL PNL BACKING PLT W/O HOLE    26605D,25,25,8.31,207.75
32679,EA,LVSLS,"205-1090-00 DOOR HINGE, 12'' ARE UNIT","205-1090-00 DOOR HINGE, 12'' ARE UNIT",10,10,22.18,221.8
32649,EA,LVSLS,0003-9168-0010,ECO. INNER BLOCK STRIPE (1),8,8,49.42,395.36
32679,EA,LVSLS,"205-1091-00A - DOOR HINGE, 24'' ARE UNIT    ****C","205-1091-00A - DOOR HINGE, 24'' ARE UNIT    ****C OF C REQUIRED****",15,15,39.14,587.1
32679,EA,LVSLS,"208-8164-00  12"" ARE, PWR XFMR BRACKET","208-8164-00  12"" ARE, PWR XFMR BRACKET",20,20,5.23,104.6
32680,EA,LVSLS,"208-8169-00 - BRACKET, MOUNTING CHOKE, JT73","208-8169-00 - BRACKET, MOUNTING CHOKE, JT73",25,25,3.51,87.75
32680,EA,LVSLS,208-8172-00 - GAP BRACKET FOR EI-13 STEEL,208-8172-00 - GAP BRACKET FOR EI-13 STEEL,100,100,2.36,236
32681,EA,LVSLS,EXTENDED BASE,3005-2122-01S3 EXTENDED BASE,42,42,378.81,15910.02
32700,EA,LVSLS,4005-2342-00C4 - ECO. CASING - FLAT BLACK,NA,32,32,171.35,5483.2
32718,EA,LVSLS,"145-027 BAFFLE PLATE, 2DR-30-RH-BAFFLE-1150","145-027 BAFFLE PLATE, 2DR-30-RH-BAFFLE-1150",10,10,53.81,538.1
32650,EA,LVSLS,0003-9175-0010A,0003-9175-0010A,8,8,49.51,396.08
32658,EA,LVSLS,"DSC/DOM1 RR LIGHT BAR, NO TOP PLATE","DSC/DOM1 RR LIGHT BAR, NO TOP PLATE",3,3,400,1200
32664,EA,LVSLS,190105412 BRKT SHLF STL  X 5.89 X 7.29 LH,190105412 BRKT SHLF STL .188 GRADE 50 ,480,480,5.79,2779.2
32665,EA,LVSLS,190105412 BRKT SHLF STL  X 5.89 X 7.29 LH,190105412 BRKT SHLF STL .188 GRADE 50 ,480,480,5.79,2779.2
32667,EA,LVSLS,190105412 BRKT SHLF STL  X 5.89 X 7.29 LH,190105412 BRKT SHLF STL .188 GRADE 50 ,150,150,5.79,868.5
32670,EA,LVSLS,623921 WMT; CAB; BWT-1424H-M,623921 WMT; CAB; BWT-1424H-M,1,1,1641.74,1641.74
32673,EA,LVSLS,S11-01.88X005.44-264148,"SHEET 11 GA. 1 7/8"" X 5 7/16""",730,730,0.74,540.2
32719,EA,LVSLS,3009-4055-00S3,STEAM SENSING PIPE STAY,20,20,10.83,216.6
32651,EA,RVSLS,217016401 PROTO20094 BRKT LFT ASST LH,217016401 PROTO20094 BRKT LFT ASST LH,200,200,2.69,538
32653,EA,RVSLS,097016405 SUPT ANGLE HOOD LIFT LH UPS HOOD FCC 201,"097016405 SUPT ANGLE HOOD LIFT LH UPS HOOD FCC 2010
***CUSTOMER SUPPLIED MATERIAL .188 X 48 X 97***",200,200,1.45,290
32656,EA,RVSLS,217016402 PROTO20095 BRKT LFT ASST RH,"217016402 PROTO20095 BRKT LFT ASST RH
***CUSTOMER SUPPLIED MATERIAL .188 X 48 X 97***",200,200,2.69,538
32657,EA,RVSLS,087017407 PLT ADAP HNG,"087017407 PLT ADAP HNG
***CUSTOMER SUPPLIED MATERIAL .188 X 48 X 97***",400,400,1.88,752
32660,EA,LVSLS,"207007407 BRKT D/FLR STL7GAX17.51X20.49L OB, GALV","207007407 BRKT D/FLR STL7GAX17.51X20.49L OB, GALV",45,45,42.85,1928.25
32663,EA,LVSLS,Material G - 190 mm Diameter Blanks,NA,14,14,10,140
32666,EA,LVSLS,190105412 BRKT SHLF STL  X 5.89 X 7.29 LH,190105412 BRKT SHLF STL .188 GRADE 50 ,150,150,5.79,868.5
32668,EA,LVSLS,623921 WMT; CAB; BWT-1424H-M,623921 WMT; CAB; BWT-1424H-M,2,2,1641.74,3283.48
32669,EA,LVSLS,623921 WMT; CAB; BWT-1424H-M,623921 WMT; CAB; BWT-1424H-M,2,2,1641.74,3283.48
32677,EA,LVSLS,0724138,"CHNL, CONV HYD TANK MTG    0724138",160,160,4.53,724.8
32677,EA,LVSLS,0730175,PLATE -PIVOT PIN KEEPER -GEN 3    0730175,60,60,10.09,605.4
32677,EA,LVSLS,26605D,CNTL PNL BACKING PLT W/O HOLE    26605D,30,30,8.31,249.3
32677,EA,LVSLS,64304C,AUTOGRIP II HOSE CLAMP    64304C,75,75,1.69,126.75
32677,EA,LVSLS,89115B,BACK-UP BAR - HOSE CLAMP    89115B,100,100,2,200
32678,EA,LVSLS,0722377,"PLATE, CONTROL HANDLE MTG-BOOT    0722377",40,40,26.25,1050
32678,EA,LVSLS,0723507,CONV CABLE COVER LH    0723507,10,10,18.54,185.4
32673,EA,LVSLS,HS07-02.5X006.4-PSW5JCHAN,"SHEET, 7 GA. 2 1/2"" X 6 3/8""",72,72,3.14,226.08
32679,EA,LVSLS,202-9542-0000 ALARM BOX COVER (385.6300.RFK1),202-9542-0000 ALARM BOX COVER (385.6300.RFK1),5,5,37.87,189.35
32679,EA,LVSLS,"208-8175-00 - MOUNTING BRACKET, ARE SERIES CHOKE,","208-8175-00 - MOUNTING BRACKET, ARE SERIES CHOKE, EI-19 STEEL  ***C OF C REQUIRED***",15,15,5.47,82.05
32680,EA,LVSLS,"202-7707-02 BREAKER PANEL, 480V AC","202-7707-02 BREAKER PANEL, 480V AC",15,15,17.9,268.5
32680,EA,LVSLS,"202-7743-10A - TOP SCREEN, 30'' MICRO-ARE CABINET","202-7743-10A - TOP SCREEN, 30'' MICRO-ARE CABINET  ****C OF C REQUIRED****",10,10,55.32,553.2
32680,EA,LVSLS,202-9517-0000 BOTTOM MTR BRACKET,NA,50,50,3.76,188
32682,EA,LVSLS,EXTENDED BASE,3005-2122-01S3 EXTENDED BASE,30,30,378.81,11364.3
32705,EA,LVSLS,JP1016 LOGO-MAIN BENT BRACKET,JP1016 LOGO-MAIN BENT BRACKET,30,30,5.46,163.8
32674,EA,LVSLS,1418-01085-0S COVER,1418-01085-0S COVER,40,40,7.76,310.4
32674,EA,LVSLS,1418-01103-0 BRACKET,1418-01103-0 BRACKET,40,40,8.82,352.8
32674,EA,LVSLS,1418-04062-0  ** 7GA HRPO**,1418-04062-0  ** 7GA HRPO**,36,36,9.32,335.52
32674,EA,LVSLS,1418-04064-0S BRACKET,NA,40,40,12.6,504
32674,EA,LVSLS,1418-05109-1 BRACKET,1418-05109-1-12698-B EXHAUST SYSTEM BRACKET,40,40,92.8,3712
32674,EA,LVSLS,1418-05114-0,1418-05114-022705-0 EXHAUST SYSTEM BRACKET ,40,40,47.71,1908.4
32674,EA,LVSLS,1418-09197-0S PLATE,1418-09197-0-32786-0 ELECTRICAL EQUIPMENT PLATE,36,36,2.36,84.96
32674,EA,LVSLS,1418-33032-0,1418-33032-0,48,48,24.79,1189.92
32674,EA,LVSLS,1418-36162-1 BASE,1418-36162-1 BASE,50,50,14.9,745
32674,EA,LVSLS,1418-03111-0 COVER,1418-03111-0-32753-0 COOLING SYSTEM COVER,36,36,6.39,230.04
32674,EA,LVSLS,1418-03112-1 COVER,1418-03112-1-32754-B  COOLING SYSTEM COVER,36,36,4.64,167.04
32674,EA,LVSLS,1418-03113-0S SPACER,1418-03113-0-42757-0 SPACER,48,48,8.95,429.6
32674,EA,LVSLS,1418-05084-0  ** 7GA HRPO**,1418-05084-0-32238-3  EXHAUST SYSTEM BRACKET ,40,40,16.48,659.2
32674,EA,LVSLS,1418-36170-0 (CLAMP),1418-36170-0-32762-0 HYDRAULIC SYSTEM (CLAMP),40,40,8.76,350.4
32674,EA,LVSLS,1418-36171 (CLAMP),1418-36171 (CLAMP),50,50,9.56,478
32674,EA,LVSLS,1418-36172-0S PLATE,1418-36172-0 RAW PLATE,36,36,2.96,106.56
32674,EA,LVSLS,1418-36173-0S CLAMP,NA,40,40,3.8,152
32674,EA,LVSLS,1418-36174-0 (CLAMP),1418-36174-0-32766-0 HYDRAULIC SYSTEM (CLAMP),40,40,10.62,424.8
32674,EA,LVSLS,1418-36175-0 (CLAMP),1418-36175-0-32767-0 HYDRAULIC SYSTEM (CLAMP),40,40,10.09,403.6
32674,EA,LVSLS,1418-36215-0 BRACKET,1418-36215-0-23158-0 HYDRAULIC SYSTEM (BRACKET),20,20,86.59,1731.8
32674,EA,LVSLS,1418-61336-1 COVER,1418-61336-1-32162-A FRAME (COVER),50,50,24.66,1233
32674,EA,LVSLS,1418-62001-0S COVER,1418-62001-0-40170-0 DASH BOARD (COVER),36,36,10.99,395.64
32674,EA,LVSLS,1418-62002-0S COVER,1418-62002-0-40171-0 DASH BOARD (COVER),36,36,14.83,533.88
32674,EA,LVSLS,1421-01015-0 ENGINE SYSTEM,1421-01015-0-30229-0 ENGINE SYSTEM (PLATE),20,20,66.66,1333.2
32674,EA,LVSLS,1421-03007-0 COOLING SYSTEM,1421-03007-0-30121-0 COOLING SYSTEM (BASE),40,40,11.8,472
32674,EA,LVSLS,1421-09013-0 BRACKET,1421-09013-0-40143-0 ELECTRICAL EQUIPMENT (BRACKET),15,15,12.06,180.9
32674,EA,LVSLS,1418-36177-0 (CLAMP),1418-36177-0-32769-0 HYDRAULIC SYSTEM (CLAMP),40,40,9.94,397.6
32674,EA,LVSLS,1418-36180-0 BRACKET,1418-36180-0 BRACKET,36,36,9.8,352.8
32674,EA,LVSLS,1418-36213-0 CLAMP,NA,200,200,8.87,1774
32674,EA,LVSLS,1418-49084-0 BRACKET,1418-49084-0-23174-0 HYDRAULIC SYSTEM (BRACKET),20,20,82.73,1654.6
32674,EA,LVSLS,1418-61052-0,"1418-61052-0-30368-B FRAME (COVER) 
",40,40,50.46,2018.4
32674,EA,LVSLS,1421-09061-0 BRACKET,1421-09061-0-30364-0 ELECTRICAL EQUIPMENT (BRACKET),20,20,37.8,756
32674,EA,LVSLS,1421-49006-0 HYDRAULIC SYSTEM (VIBRATING),1421-49006-0-40197-0 HYDRAULIC SYSTEM (CLAMP),50,50,5.88,294
32674,EA,LVSLS,1421-61051-1 MEMBER,1421-61051-1 MEMBER,12,12,76.01,912.12
32674,EA,LVSLS,1421-61052-0 COVER,1421-61052-0 COVER,15,15,30.15,452.25
32674,EA,LVSLS,1421-09045-0 BRACKET,1421-09045-0-30252-0 ELECTRICAL EQUIPMENT (BRACKET),15,15,17.57,263.55
32674,EA,LVSLS,1421-09049-0 CLAMP,1421-09049-0-40257-0 ELECTRICAL EQUIPMENT (CLAMP),15,15,14.4,216
32674,EA,LVSLS,1568-03099-0S SPACER,1568-03099-0S SPACER,36,36,2.33,83.88
32674,EA,LVSLS,1568-03107-0 BRACKET,1568-03107-0 BRACKET ,36,36,8.45,304.2
32674,EA,LVSLS,1568-05045-1S BRACKET,NA,36,36,4.69,168.84
32674,EA,LVSLS,1568-05057-0S BASE 884/994,1568-05057-0S BASE 884/994,40,40,6.74,269.6
32674,EA,LVSLS,1568-09314-0-42345-0,1568-09314-0-42345-0,40,40,4.37,174.8
32674,EA,LVSLS,"1568-36154-0 BLOCK, HYDRAULIC SYSTEM",1568-36154-0-22385-0 HYDRAULIC SYSTEM (BLOCK),30,30,208.5,6255
32674,EA,LVSLS,1568-62118-0S COVER,1568-62118-0-32162-0 DASH BOARD (COVER),36,36,8.33,299.88
32674,EA,LVSLS,1421-61066-0 COVER,1421-61066-0-40312-0 FRAME (COVER),30,30,24.65,739.5
32674,EA,LVSLS,1568-03100-0S SPACER,1568-03100-0S SPACER,36,36,1.93,69.48
32674,EA,LVSLS,3934-12154-0 (CLAMP),3934-12154-0-45617-0 ELECTRICAL EQUIPMENT (CLAMP),36,36,9.63,346.68
32678,EA,LVSLS,0723508,CONV CABLE COVER RH    0723508,10,10,18.54,185.4
32678,EA,LVSLS,810031201 INSIDE SKIRT PLATE ALUM,810031201 INSIDE SKIRT PLATE ALUM,25,25,8.39,209.75
32679,EA,LVSLS,"202-7700-00 BACK PANEL, 12'' ARE UNIT","202-7700-00 BACK PANEL, 12'' ARE UNIT
***C OF C REQUIRED***",20,20,30.6,612
32679,EA,LVSLS,"202-7705-00 INTERFACE BOARD PANEL, 12'' ARE UNIT","202-7705-00 INTERFACE BOARD PANEL, 12'' ARE UNIT
**COFC REQUIRED**",10,10,12.78,127.8
32679,EA,LVSLS,"202-7748-02A - PLATE, VOLTAGE CHANGEOVER, 30'' ARE","202-7748-02A - PLATE, VOLTAGE CHANGEOVER, 30'' ARE UNIT (130/25 & 130/50)",5,5,10.25,51.25
32674,EA,LVSLS,3934-02771-0 HYDRAULIC SYSTEM (FRONT DRIVE),3934-02771-0 HYDRAULIC SYSTEM (FRONT DRIVE),50,50,7.93,396.5
32675,EA,LVSLS,1418-36163-0 BASE,1418-36163-0 BASE,50,50,15.69,784.5
32676,EA,LVSLS,MS-501 SETTLESTOP WALL BRACE BRACKET,MS-501 SETTLESTOP WALL BRACE BRACKET,100,100,33.3,3330
32677,EA,LVSLS,0723508,CONV CABLE COVER RH    0723508,15,15,18.54,278.1
32677,EA,LVSLS,0730187,"JUNCTION BOX PLATE EXP,810,812    0730187",100,100,2.42,242
32677,EA,LVSLS,29127062,PLATE - ACCESS COVER    29127062,5,5,4.33,21.65
32677,EA,LVSLS,A9005002,WARN TEN. PLATE 12.5 UNDERWIND    A9005002,5,5,30.49,152.45
32678,EA,LVSLS,266063,SAFETY CHAIN POCKET COVER 408    266063   ,50,50,4.82,241
32683,EA,LVSLS,207101400 HTCH FRM,207101400 HTCH FRM,50,50,43.83,2191.5
32684,EA,LVSLS,197147405 LINK LAT BHD (COATED PART),NA,60,60,0.96,57.6
32685,EA,LVSLS,218078401 ANG ATCH RH,218078401 ANG ATCH RH,150,150,9.89,1483.5
32686,EA,LVSLS,117142400  S MIR LH (COATED PART),117142400  S MIR LH  (COATED PART) ,18,18,0.95,17.1
32686,EA,LVSLS,117142401  S MIR RH (COATED PART),117142401  S MIR RH  (COATED PART) ,18,18,0.95,17.1
32687,EA,LVSLS,3394 DOOR RIGHT,3394 DOOR RIGHT,10,10,207.64,2076.4
32688,EA,LVSLS,3394 DOOR LEFT,3394 DOOR LEFT,5,5,207.64,1038.2
32689,EA,LVSLS,3515 DOOR DIVIDER,3515 DOOR DIVIDER,5,5,75,375
32690,EA,LVSLS,105-006 C-BOX BREAKER PANEL FLAT,105-006 CCWGR-SP-7-18-18,100,100,42.81,4281
32687,EA,LVSLS,3394 DOOR LEFT,3394 DOOR LEFT,10,10,207.64,2076.4
32687,EA,LVSLS,3515 DOOR DIVIDER,3515 DOOR DIVIDER,10,10,75,750
32696,EA,LVSLS,3009-8883-04C4 - DOOR PANEL COVER - BRIGHT ARGENT,3009-8883-04C4 - DOOR PANEL COVER - BRIGHT ARGENT SILVER,30,30,24.51,735.3
32701,EA,LVSLS,4005-9130-00S3,4005-9130-00S3 LIFTING LUG CROSS SUPPORT ,15,15,91.4,1371
32703,EA,LVSLS,"150-082 WINDOW KIT PLATE, SP-1813-MWG-VLT-KP","150-082 WINDOW KIT PLATE, SP-1813-MWG-VLT-KP",5,5,33.62,168.1
32702,EA,LVSLS,026205-058-00001BPI MOTOR COVER Ø200 DRIVE SMALL,026205-058-00001BPI MOTOR COVER Ø200 DRIVE SMALL ,43,43,25.93,1114.99
32704,EA,LVSLS,"115-069 VENT HOOD, FASN, ENERGY BOSS 25KW ","115-069 VENT HOOD, FASN, ENERGY BOSS 25KW ",120,120,52.73,6327.6
32714,EA,LVSLS,"115-069 VENT HOOD, FASN, ENERGY BOSS 25KW ","115-069 VENT HOOD, FASN, ENERGY BOSS 25KW ",120,120,52.73,6327.6
32690,EA,LVSLS,105-032 - 250-350 HGP FILTER PANEL,105-032 - 250-350 HGP FILTER PANEL ,10,10,22.31,223.1
32690,EA,LVSLS,105-078 REVELATION-FR-SWING-DR,105-078 REVELATION SWING DOOR INNER FRAME DETAILS,50,50,21.24,1062
32690,EA,LVSLS,"105-168 PANEL, BAFFLE 3DR-1500-1700-RH","105-168 PANEL, BAFFLE 3DR-1500-1700-RH",3,3,124.5,373.5
